" Ah===1
passion que===1
passion à===1
passion était===1
passionnait dans===1
passionnante d'une===1
passionné qu'il===1
passionnées qui===1
passionnément aux===1
passionnément du===1
passionnément intéressantes===1
passionnément la===1
passions dans===1
passions des===1
passions qu'ils===1
passions sans===1
passât le===1
passât tous===1
passèrent en===1
passé ancien===1
passé auprès===1
passé d'un===1
passé dans===4
passé de===1
passé depuis===1
passé défini===1
passé en===1
passé français===1
passé il===1
passé incolore===1
passé l'autre===1
passé la===1
passé mérovingien===1
passé ne===2
passé pour===1
passé presque===1
passé près===1
passé qu'il===1
passé que===2
passé sa===1
passé sur===1
passé trop===1
passé à===2
passée chez===1
passée dans===1
passée plus===1
passées ensemble===1
passées sur===1
passés au===1
passés auprès===1
passés chez===1
pastoure ses===1
pathétique un===1
patience et===2
patience humaine===1
patient lui-même===1
patois de===1
patron qui===1
patronne par===1
patte que===1
pattes de===1
paume il===1
paupière noircit===1
paupières comme===1
paupières du===1
paupières et===1
paupières fatiguées===1
pause d'un===1
pauvre Charité===1
pauvre Eulalie===2
pauvre Françoise===5
pauvre Geneviève===1
pauvre Octave===3
pauvre Swann===2
pauvre basilique===1
pauvre bras===1
pauvre chéri===1
pauvre créature===1
pauvre dément===1
pauvre enfant===1
pauvre femme===1
pauvre fille===6
pauvre fils===1
pauvre grand'mère===1
pauvre grand-père===1
pauvre jeunesse===1
pauvre maîtresse===1
pauvre monsieur===1
pauvre mère===3
pauvre petite===1
pauvre plante===1
pauvre profane===1
pauvre père===1
pauvres amis===1
pauvres laboureurs===1
pauvres malades===2
pauvres morceaux===1
pauvres petites===1
pauvres récoltes===1
pavage spirituel===1
pavillons de===2
pavoiser son===1
pavoisées de===1
pavé de===1
pavée d'émeraudes===1
paya sa===1
payait son===1
payait-il se===1
payer bien===1
payer des===1
payer plus===1
pays arrosé===1
pays chrétiens===1
pays d'Auge===1
pays de===3
pays des===2
pays et===3
pays hivernal===1
pays le===1
pays lui===1
pays montueux===1
pays ne===1
pays obscur===1
pays où===5
pays perdu===1
pays pittoresques===1
pays pour===1
pays qu'il===2
pays que===1
pays sans===1
pays scandinaves===1
pays étrangers===1
paysage amené===1
paysage comme===1
paysage de===3
paysage dont===1
paysage et===1
paysage où===1
paysage qu'on===1
paysage qui===2
paysages de===1
paysages des===1
paysages les===1
paysages maritimes===1
paysages opposés===1
paysages ou===1
paysages plus===1
paysan couvert===1
paysan ou===1
paysan qui===2
paysan s'émerveille===1
paysanne de===2
paysanne médiévale===1
paysanne pouvaient===1
paysanne que===1
paysanne à===1
paysannes de===1
paysannes en===1
paysannes entrant===1
payé les===1
païennes comme===1
peau brodée===1
peau des===1
peau donnait===1
peau imparfaite===1
peau semée===1
peau trop===1
peau un===1
peccadille que===1
peignoir de===1
peinait surtout===1
peindre encore===1
peindre pour===1
peindre à===1
peine Françoise===1
peine amarré===1
peine apparents===1
peine après===1
peine arrivions-nous===1
peine arrivée===1
peine assez===1
peine avait-il===1
peine calmé===1
peine comme===1
peine commencé===1
peine d'y===1
peine d'être===2
peine davantage===1
peine de===8
peine discernables===1
peine dit===1
peine en===1
peine eut-il===1
peine goûtés===1
peine inutile===1
peine la===2
peine le===1
peine ma===1
peine mais===1
peine mon===1
peine perceptibles===1
peine perdue===2
peine pour===1
peine qu'un===1
peine que===1
peine reconnaissables===1
peine remise===1
peine répondu===2
peine s'il===1
peine ses===1
peine si===1
peine tiède===1
peine venait-elle===1
peine y===2
peine à===11
peine écrire===2
peine était-il===1
peines et===1
peint dans===1
peint en===1
peint par===1
peinte de===1
peinte sur===1
peinte uniformément===1
peinte à===1
peintes par===1
peintes sur===1
peintre avait===2
peintre ayant===1
peintre boire===1
peintre de===2
peintre des===1
peintre dit===1
peintre elle===1
peintre et===1
peintre eut===1
peintre favori===1
peintre fit===1
peintre il===1
peintre invita===1
peintre jetait===1
peintre l'idée===1
peintre lançait===1
peintre les===1
peintre ne===1
peintre ou===1
peintre partit===1
peintre préféré===1
peintre qui===5
peintre savait===1
peintre travaillait===1
peintre à===1
peints d'un===1
peints de===2
peints les===1
peints sur===1
peinture de===1
peinture des===1
peinture eût===1
peinture impressionniste===1
peinture à===1
peinture était===1
peintures de===1
peintures du===1
peinés jusqu'ici===1
peloter les===1
pelouse blanche===1
pelouse chétive===1
pelouse de===1
pelouse des===1
pelouse flétrie===1
pelouse nourrie===1
pelouse persuadé===1
pelouse portait===1
penchaient jusqu'à===1
penchait avec===1
penchent tous===1
pencher en===1
pencher sans===1
pencher vers===2
penché sur===1
penché vers===1
penché à===1
pendaient de===1
pendant ce===1
pendant certaines===1
pendant ces===2
pendant cinq===1
pendant des===9
pendant deux===2
pendant dix===1
pendant l'après-midi===1
pendant la===8
pendant le===12
pendant lequel===2
pendant les===7
pendant lesquelles===2
pendant longtemps===2
pendant ma===2
pendant mon===3
pendant notre===1
pendant plusieurs===2
pendant qu'Odette===2
pendant qu'avec===1
pendant qu'elle===7
pendant qu'il===7
pendant qu'ils===1
pendant qu'on===3
pendant que===11
pendant quelque===2
pendant quelques===6
pendant quinze===1
pendant sa===1
pendant tout===3
pendant toute===3
pendant un===3
pendant une===3
pendule qui===1
pendule un===1
pensa qu'un===1
pensa que===2
pensa une===1
pensa à===2
pensaient qu'on===1
pensaient qu'à===1
pensaient tout===1
pensais au===2
pensais maintenant===1
pensais plus===1
pensais qu'il===1
pensais qu'à===2
pensais que===8
pensais à===6
pensais être===1
pensait d'une===1
pensait de===1
pensait des===1
pensait en===1
pensait ou===1
pensait pas===3
pensait qu'en===1
pensait qu'il===1
pensait qu'un===1
pensait qu'à===2
pensait que===5
pensait sans===1
pensait suffisant===1
pensait à===7
pensait-elle que===1
pensant ainsi===1
pensant au===1
pensant de===1
pensant exclusivement===1
pensant pas===1
pensant qu'Odette===1
pensant qu'après===1
pensant qu'elle===2
pensant qu'il===1
pensant qu'on===1
pensant que===3
pensant sans===1
pensant simplement===1
pensant à===5
pense pas===2
pense plus===1
pense qu'à===1
pense que===4
pense saint===1
pense très===1
pense à===3
pensent bien===1
pensent les===1
penser ainsi===1
penser au===1
penser aussi===1
penser aux===3
penser beaucoup===1
penser ce===1
penser de===1
penser demain===1
penser encore===1
penser et===1
penser j'en===1
penser jusqu'à===1
penser maintenant===1
penser plus===1
penser qu'Odette===1
penser qu'elle===3
penser qu'il===1
penser qu'un===1
penser qu'à===1
penser quand===1
penser que===6
penser sans===2
penser tout===1
penser à===16
penserait encore===1
penserait le===1
penserait qu'elle===1
pensez que===1
pensez-vous donc===1
pensez-vous qu'ils===1
pensif et===2
pension et===1
pension à===1
pensions qu'elle===2
pensât pour===1
pensât seulement===1
pensât à===1
pensé avec===1
pensé cela===1
pensé depuis===1
pensé et===2
pensé qu'Odette===1
pensé qu'un===1
pensé que===2
pensé à===4
pensée allait===1
pensée au===3
pensée avait===1
pensée comme===1
pensée constante===1
pensée d'Odette===1
pensée d'approcher===1
pensée d'un===1
pensée d'être===1
pensée dans===1
pensée de===7
pensée des===3
pensée délicate===1
pensée en===1
pensée et===4
pensée favorite===1
pensée importune===1
pensée la===1
pensée le===1
pensée n'était-elle===1
pensée ne===1
pensée où===1
pensée peut===1
pensée pour===1
pensée qu'il===2
pensée quand===1
pensée que===5
pensée qui===3
pensée redoubla===1
pensée simplement===1
pensée sous===1
pensée symbolisée===1
pensée tâtonna===1
pensée une===2
pensée venait===1
pensée y===1
pensée à===2
pensée était===1
pensées allaient===1
pensées artificielles===1
pensées assez===1
pensées bien===1
pensées confuses===1
pensées d'une===1
pensées de===1
pensées des===1
pensées distraites===1
pensées entraient===1
pensées et===1
pensées eussent===1
pensées mauvaises===1
pensées ne===1
pensées par===1
pensées qu'il===1
pensées qu'une===1
pensées que===1
pensées qui===1
pensées sans===1
pensées très===1
pente d'une===1
pente même===1
pente qu'on===1
pente qui===1
pente raide===1
pentes de===1
pepsine et===1
pepsine serait===1
perce avec===1
percepteur à===1
perception infirme===1
perceptions plus===1
percer l'empesé===1
percer le===1
percevaient détaillés===1
percevaient pas===1
percevaient qu'incomplètement===1
percevais autour===1
percevait maintenant===1
percevant le===1
percevoir dans===1
percevoir le===1
percevoir si===1
percèrent douloureusement===1
percé au-dessus===1
percées en===1
percées à===1
percés par===1
perd pas===1
perdait de===1
perdait pas===1
perdait tout===1
perdait-il rien===1
perdant de===1
perdant la===1
perde pas===1
perdions jamais===1
perdre contact===1
perdre de===2
perdre ferait===1
perdre il===1
perdre le===1
perdre partout===1
perdre sa===1
perdre votre===1
perds de===1
perdu avait===1
perdu dans===1
perdu de===2
perdu depuis===2
perdu des===1
perdu la===2
perdu mon===1
perdu notre===1
perdu ou===1
perdu sa===2
perdu ses===1
perdu son===1
perdu tout===2
perdu toute===1
perdu un===1
perdue avec===1
perdue de===2
perdue que===1
perdues en===1
perdus en===1
perdus sont===1
perfection ailleurs===1
perfection comme===1
perfection que===1
perfectionnement décisif===1
perfide dont===1
perfidies qu'il===1
perle et===1
perles au===1
permanent d'œufs===1
permanent de===1
permanent et===1
permanente de===2
permanente joie===1
permanente à===1
permanentes et===1
permet d'approcher===1
permet de===3
permet maintenant===1
permet pas===2
permet que===1
permettaient de===3
permettaient à===1
permettait Swann===1
permettait d'être===1
permettait de===5
permettait peut-être===1
permettait sans===1
permettait était===1
permettant de===2
permettant tout===1
permettant un===1
permettant à===1
permettent de===1
permettent pas===1
permettez que===1
permettraient peut-être===1
permettrait d'établir===1
permettrait dans===1
permettrait pas===1
permettras de===1
permettre ces===1
permettre d'y===1
permettre de===3
permettre l'accès===1
permettre à===1
permis au===1
permis d'aller===1
permis d'y===1
permis d'écraser===1
permis de===7
permis qu'il===1
permis à===1
permissent de===2
permission d'Odette===1
permission d'allumer===1
permission d'entrer===1
permissions qui===1
permit d'être===1
permit de===1
permit à===1
permît ainsi===1
permît de===2
permît pas===1
pernicieux et===1
perpendiculaire à===1
perpétuation d'une===1
perpétuel monologue===1
perpétuel que===1
perpétuel élan===1
perpétuelle entre===1
perpétuellement le===1
perpétuellement parcourus===1
perpétuellement préparé===1
perpétuellement ses===1
perpétuellement sous===1
perpétuellement une===1
perpétuellement ému===1
perrons vers===1
persane à===1
persistait encore===1
persistant à===1
persistants lilas===1
personnage de===1
personnage fabuleux===1
personnage historique===1
personnage illustre===1
personnage minuscule===1
personnage nouveau===1
personnage nécessaire===1
personnage pareil===1
personnage présent===1
personnage que===1
personnage qui===1
personnage réel===1
personnages consistants===1
personnages dans===1
personnages de===1
personnages qu'ils===1
personnages qui===2
personnages réels===2
personnages secondaires===1
personnalité de===1
personnalité distincte===1
personnalité irréductible===1
personnalité marquante===1
personnalité plus===1
personnalité revêche===1
personnalité sociale===1
personnalité à===1
personnalités aristocratiques===1
personne avaient===1
personne avant===1
personne avec===1
personne bien===1
personne celle===1
personne chez===3
personne comme===1
personne connue===1
personne d'Odette===1
personne d'autre===3
personne dans===2
personne de===6
personne distraire===1
personne dont===1
personne ducale===1
personne dès===1
personne définie===1
personne en===1
personne et===5
personne excite===1
personne eût===1
personne je===1
personne l'opinion===1
personne les===1
personne lui===1
personne mais===1
personne mieux===1
personne mondaine===1
personne morale===1
personne même===1
personne n'avait===1
personne n'entendit===1
personne n'ouvrit===1
personne ne===6
personne ou===1
personne pour===1
personne presque===1
personne qu'avait===1
personne qu'elle===1
personne qu'il===2
personne qu'ils===1
personne qu'on===4
personne qu'une===1
personne que===3
personne qui===15
personne s'était===1
personne sans===1
personne si===1
personne très===1
personne un===1
personne unique===1
personne vertueuse===1
personne à===2
personnel du===1
personnelle de===1
personnelle plutôt===1
personnelle qu'elle===1
personnelle que===1
personnellement c'était===1
personnellement connu===1
personnellement envoyé===1
personnellement je===1
personnellement liée===1
personnellement à===1
personnelles avec===1
personnes affirment===1
personnes brouillées===1
personnes chez===1
personnes d'aspirations===1
personnes d'une===1
personnes de===2
personnes en===2
personnes et===1
personnes extrêmement===1
personnes finissait===1
personnes flatteuses===1
personnes ignorantes===1
personnes il===1
personnes malades===1
personnes mortes===1
personnes médiocres===1
personnes ne===1
personnes nouveaux===1
personnes peu===1
personnes qu'elle===1
personnes qu'il===2
personnes qu'ils===1
personnes que===5
personnes qui===18
personnes rares===1
personnes une===2
personnes vivantes===1
personnification étrange===1
personnifiées à===1
perspective d'un===1
perspective deux===1
perspective du===1
perspective l'entretenait===1
perspective semblât===1
perspectives inconnues===1
persuadaient que===1
persuadait aisément===1
persuadait que===1
persuader au===1
persuader les===1
persuader qu'elles===1
persuader qu'on===1
persuader que===1
persuader à===2
persuadé d'ailleurs===1
persuadé qu'elle===1
persuadé qu'il===1
persuadé qu'une===1
persuadé que===3
persuadé à===1
persuadés qu'ils===1
persuasive et===1
persécuteur assez===1
persécutée pour===1
persévérer à===1
perte de===1
pertinence des===1
perturbations de===1
pervenche impossible===1
pervers et===1
perçant les===1
perçante et===1
perçois le===1
perçoivent pas===1
perçu par===2
perçue par===1
perçus par===1
pesait comme===1
pesait sur===1
pesait à===1
pesant fardeau===1
peser incurablement===1
peste et===1
pestilentiel et===1
petit Charles===4
